URN,URN-commentedOn,Author,Date,Text,Translation,Notes
urn:cite:dc3:harpokration.425.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπὶ_θρασύλλωι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπὶ Θρασύλλωι: <person TLG=""0014"">Δημοσθένης</person> ἐν τῇ <work TLG=""0014.037"">πρὸς Πανταίνετον</work> παραγραφῇ φησὶ <q TLG=""0014.037.25"">τὸ ἐπὶ Θρασύλλῳ.</q> Ἀττικὸν ἔθος ἀντὶ τοῦ ἐπὶ τῷ Θρασύλλου μνήματι.","Epi Thrasylloi (at Thrasyllos): Demosthenes in the counter-suit Against Pantainetos says, ""the (mine) at Thrasyllos."" An Attic habit for 'at the monument/tomb of Thrasyllos.'",""
urn:cite:dc3:harpokration.426.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπιθέτους_ἑορτάς,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπιθέτους ἑορτάς: <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.018"">Ἀρεοπαγιτικῷ</work>. τὰς μὴ πατρίους, ἄλλως δ' ἐπιψηφισθείσας, ἐπιθέτους ἐκάλουν. ἐλέγετο δὲ παρ' αὐτοῖς καὶ ἄλλα ἐπίθετά τινα, ὁπόσα μὴ πάτρια ὄντα ἡ ἐξ Ἀρείου πάγου βουλὴ ἐδίκαζεν, ὡς σαφὲς ποιεῖ <person TLG=""0540"">Λυσίας</person> ἐν τῷ πρὸς τὴν Μιξιδήμου γραφήν. ἐπιθέτους δὲ ἐπιστολὰς <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατὰ Θρασυβούλου τινὰς ὀνομάζει, λέγοι δ' ἂν τὰς δοθείσας τισὶν ὥστε διακομίσαι· λέγειν γὰρ ἦν εἰθισμένον ""ἐπέθηκεν ἐπιστολήν"" ἀντὶ τοῦ παρέδωκεν, ὡς <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ ὑπὲρ Χρυσίππου πρὸς τὴν Φορμίωνος παραγραφήν. Κρατῖνος δ' ἐν Τροφωνίῳ * * * *","Epithetous heortas (additional festivals): Isokrates in the Areopagitikos. They used to call (festivals) that were not ancestral but had been otherwise decreed in addition, 'additional.' Other things too used to be said among them to be additional, (for example) as many non-ancestral matters as the council of the Areopagos exercised jurisdiction over, as Lysias makes clear in Against the Public Suit of Mixidemos. Lysias calls certain (letters) 'additional letters' in Against Thrasyboulos, and he would mean those that were given to people to convey, for it was customary to say 'he added a letter' for 'he handed over (a letter),' as Demosthenes (says) in For Chrysippos against the counter-suit of Phormio. And Kratinos in Trophonios...",""
urn:cite:dc3:harpokration.427.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπικεκηρυχέναι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπικεκηρυχέναι: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.019"">περὶ τῆς πρεσβείας</work>. ὁπότε βούλοιτο πόλις ἢ ἄρχων ἀναιρεθῆναί τινα τῶν μὴ ὑφ' ἑαυτοῖς, ἐκήρυττε δώσειν χρήματα, εἴ τις αὐτὸν ἀνέλοι, τόσα καὶ τόσα, καθάπερ Ξέρξῃ ἐπεκήρυξαν οἱ Ἕλληνες, εἴ τις ἢ ζῶντα ἢ νεκρὸν κατάγοι Ἀθήναζε, δώσειν ρ τάλαντα.","Epikekerychenai (to have proclaimed): Demosthenes in On the Embassy. Whenever a city or magistrate wanted someone who among those who were not under their power to be killed it/he used to announce that it/he would give so and so much money if someone should kill (him), just as the Greeks proclaimed, against Xerxes, that, if someone should bring him to Athens, alive or dead, they would give him 100 talents.",""
urn:cite:dc3:harpokration.428.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπιμελητὴς_τῶν_μυστηρίων,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπιμελητὴς τῶν μυστηρίων: παρ' Ἀθηναίοις ὁ λεγόμενος βασιλεύς· <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.021"">κατὰ Μειδίου</work>. <person TLG=""0086"">Ἀριστοτέλης</person> δ' ἐν <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work> φησὶν οὕτως ""ὁ δὲ βασιλεὺς πρῶτον μὲν τῶν μυστηρίων ἐπιμελεῖται μετὰ τῶν ἐπιμελητῶν, οὓς ὁ δῆμος χειροτονεῖ, β μὲν ἐξ Ἀθηναίων ἁπάντων, ἕνα δ' ἐξ Εὐμολπιδῶν, ἕνα δ' ἐκ Κηρύκων.""","Epimeletes ton mysterion (supervisor of the mysteries): among Athenians the so-called ‘king:’ Demosthenes, Against Meidias. Aristotle in the Constitution of the Athenians says thus: “The king supervises the mysteries first, with the supervisors, whom the people elects, two from all of the Athenians, and one from the Eumolpidai, and one from the Kerykes.",""
urn:cite:dc3:harpokration.429.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπιμελητὴς_ἐμπορίου,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπιμελητὴς ἐμπορίου: <person TLG=""0029"">Δείναρχος</person> ἐν τῷ κατὰ Πυθέου. <person TLG=""0086"">Ἀριστοτέλης</person> <q TLG=""0086.003.51.4"">ἐμπορίου δ' ἐπιμελητὰς ι κληροῦσιν, τούτοις δὲ προστέτακται τῶν τε ἐμπόρων ἐπιμελεῖσθαι, καὶ τοῦ σίτου τοῦ καταπλέοντος εἰς τὸ Ἀττικὸν ἐμπόριον τὰ β μέρη τοὺς ἐμπόρους ἀναγκάζειν εἰς τὸ ἄστυ κομίζειν.</q>","Epimeletes emporiou (supervisor of the emporion): Deinarchos in Against Pytheas. Aristotle: “They allot ten supervisors of the emporion, and to them it was appointed to supervise the merchants, and to compel the merchants to convey to the city two thirds of the grain that is shipped to the Attic emporion”",""
urn:cite:dc3:harpokration.430.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπὶ_παλλαδίωι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπὶ Παλλαδίωι: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work>. δικαστήριόν ἐστιν οὕτω καλούμενον, ὡς καὶ <person TLG=""0086"">Ἀριστοτέλης</person> ἐν <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work>, ἐν ᾧ δικάζουσιν ἀκουσίου φόνου καὶ βουλεύσεως οἱ ἐφέται. ἔσχε δὲ καὶ τὸ δικαστήριον τὴν τοῦ Παλλαδίου ἐπωνυμίαν καὶ οἱ δικασταὶ τὴν τῶν ἐφετῶν ἐντεῦθεν. Ἀγαμέμνονος μετὰ τῶν Ἀργείων σὺν τῷ Παλλαδίῳ προσενεχθέντος Ἀθήναις ἐξ Ἰλίου Δημοφῶν ἁρπάζει τὸ Παλλάδιον καὶ πολλοὺς τῶν διωκόντων ἀναιρεῖ. Ἀγαμέμνων δὲ δυσχεράνας δίκην τὸν ἁρπάσαντα ἀπαιτεῖ, καὶ συνίσταται τὸ δικαστήριον ἐπὶ πεντήκοντα μὲν Ἀθηναίων, πεντήκοντα δὲ Ἀργείων, οὓς ἐφέτας ἐκάλεσαν διὰ τὸ παρ' ἀμφοτέρων ἐφεθῆναι αὐτοῖς τὰ τῆς κρίσεως.","Epi Palladioi: Demosthenes in Against Aristokrates. There is a court so called, as also Aristotle (says) in the Constitution of the Athenians, in wihch the ephetai judge cases of unwilling homicide, and deliberation. The court got the title of the 'Palladion' and the jurors of the 'ephetai' from this: After Agamemnon, along with the Argives, was brought to Athens from Ilion with the Palladion, Demophon steals the Palladion and slays many of those giving chase. Being upset, Agamemnon, demands satisfaction from the one who stole and convenes the court before 50 Athenians and 50 Argives, whom they called 'ephetai' on account of the fact that the matter of the judgment was entrusted (ephethenai) to them by both sides.",""
urn:cite:dc3:harpokration.431.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπὶ_πρυτανείωι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπὶ Πρυτανείωι: δικαστήριόν ἐστι καὶ τοῦτο φονικὸν, δικάζει δὲ ἄν τι τῶν ἀψύχων ἐμπεσὸν ἀποκτείνῃ τινὰ, τοῦτο δ' ἐστὶν ἐὰν λίθος ἢ ξύλον ἢ σίδηρος ἤ τι τοιοῦτον, καὶ τὸν μὲν βαλόντα ἀγνοῇ, αὐτὸ δὲ εἰδῇ καὶ ἔχῃ τὸ τὸν φόνον εἰργασμένον.","Epi Prytaneioi: This too is a homicide court, and it judges cases if something inanimate kills someone by falling on him. This is if a rock or piece of wood or iron or some such thing (kills) and one is ignorant of the one who threw it, but knows the thing and has the thing that effected the homicide.",""
urn:cite:dc3:harpokration.432.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπιτιμητάς,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπιτιμητάς: οἱ μὲν τὸ πρῶτον τιμώμενοί τι τιμηταὶ ἐκαλοῦντο, οἱ δὲ τοῖς ἑξῆς ἔτεσι τὰ αὐτὰ τιμώμενοι ἐπιτιμηταί· <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατὰ Διογένους.","Epitimetas (appraisers): Those who first evaluate something used to be called 'timetai,' and those who value the same things in subsequent years 'epitimetai:' Lysias in Against Diogenes.",""
urn:cite:dc3:harpokration.433.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπόγδοον,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπόγδοον: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.050"">πρὸς Πολυκλέα</work> περὶ τοῦ ἐπιτριηραρχήματος. εἴη δ' ἂν ἐπόγδοον τὸ οὕτω δεδανεισμένον ὥστε τοῦ κεφαλαίου τὸ ὄγδοον μέρος δοθῆναι τῷ δανειστῇ, οἷον τριώβολον τοῦ τετραδράχμου.","Epogdoon (one-eighth): Demosthenes in Against Pythokles concerning the extended trierarchy. The sum lent so that the eighth part of the principal was given to the lender (in interest), would be 'at one-eighth' (epogodoon), as in a triobol on the tetradrachm.",""
urn:cite:dc3:harpokration.434.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπωβελία,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπωβελία: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.045"">κατὰ Στεφάνου</work>. ἐπιτίμιόν ἐστιν ἡ ἐπωβελία τὸ ἕκτον μέρος τοῦ τιμήματος, ὅπερ ἐδίδοσαν οἱ διώκοντες τοῖς φεύγουσιν, εἰ μὴ ἕλοιεν. ἐκαλεῖτο δὲ οὕτως, ὅτι καθ' ἑκάστην δραχμὴν ὀβολὸς ἦν, ὅπερ ἕκτον ἐστὶν, ἐν ἓξ ὀβολοῖς τῆς δραχμῆς λογιζομένης. ἐκ πολλῶν δὲ ἔστι τοῦτο οὕτως ἔχον μαθεῖν.","Epobelia (fine of one sixth): Demosthenes in Against Stephanos. The epobelia is a fine, the sixth part of the valuation, which prosecutors used to give to defendants if they did not convict. It was called thus because it was an obol for each drachma, which is exactly a sixth, since the drachma is calculated at 6 obols. It is possible to learn from many (sources) that this is so.",""
urn:cite:dc3:harpokration.435.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἐπωπτευκότων,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Ἐπωπτευκότων: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ ὑπὲρ Φρύνης. οἱ μυηθέντες ἐν Ἐλευσῖνι ἐν τῇ δευτέρᾳ μυήσει ἐποπτεύειν λέγονται, ὡς δῆλόν ἐστιν ἔκ τε τοῦ <person TLG=""0014"">Δημοσθένους</person> λόγου καὶ ἐκ τῆς δεκάτης Φιλοχόρου.","Epopteukoton (having become epoptai): Hypereides in For Phryne. Those who have been initiated at Eleusis in the second initiation are said to become epoptai (beholders), as is clear from the speech of Demosthenes and from the tenth book of Philochoros.",""
urn:cite:dc3:harpokration.436.1,urn:cts:greekLit:tlg1389.tlg001.dc3:θεσμός,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Θεσμός: ἐκαλεῖτο μὲν πάλαι καὶ εἷς ἕκαστος τῶν νόμων θεσμός, καὶ τὸ ὅλον δὲ τῆς πολιτείας σύνταγμα οὕτω κέκληκεν ὁ <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work>.","Thesmos (that which is laid down): long ago each one of the laws used to be called a 'thesmos,' and so Demosthenes, in Against Aristokrates, has called the entire form of the constitutuion.",""
urn:cite:dc3:harpokration.437.1,urn:cts:greekLit:tlg1389.tlg001.dc3:θεσμοθέται,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-15T14:38:29.461Z,"Θεσμοθέται: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.022"">κατ’ Ἀνδροτίωνος</work>. ἀρχή τίς ἐστιν Ἀθήνησιν ἡ τῶν θεσμοθετῶν ἓξ τὸν ἀριθμὸν ὄντων, εἰσὶ δὲ ἐκ τῶν καλουμένων θ ἀρχόντων. καλοῦνται δὲ οὕτως, ὅτι τῶν νόμων τὴν ἐπιμέλειαν εἶχον· θεσμοὶ δὲ ἐκαλοῦντο οἱ νόμοι, ὡς προείπομεν. ὅτι δὲ τοὺς νόμους οὗτοι διώρθουν κατ' ἐνιαυτὸν ἕκαστον εἴρηκεν <person TLG=""0026"">Αἰσχίνης</person> τε ἐν τῷ <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work> καὶ Θεόφραστος ἐν γ Νόμων. ὁ δὲ <person TLG=""0086"">Ἀριστοτέλης</person> ἐν τῇ <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work> διέρχεται ὅσα οὗτοι πράττουσιν.","Thesmothetai: Demosthenes in Against Androtion. In Athens there is a magistracy of the thesmothetai, being six in number, and they are part of the so-called nine archons. They are so called because they used to have care of the laws. And the laws used to be called 'thesmoi,' as I said already. That these men used to revise the laws each year Aischines has said in Against Ktesiphon and Theophrastos in book three of Laws. Aristotle in the Constitution of the Athenians recounts in detail what these men do.",""
